Gender,Age,Education,EducationField,YearsAtCompany,Department,EnvironmentSatisfaction,JobLevel,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,Churn
M,40.9689146991167,Bachelors,Medical,21.696522685209548,Operations,High,Manager,1.424130671302386,Yes,Excellent,22.544784027814323,2.5758693286976144,3.0,10.575869328697614,0.424130671302386,8.696522685209544,18.037401949896225,NJ,28.848261342604772,Divorced,16.0,No Option Plan,High
F,33.06104778478525,Masters,Life Sciences,6.892226931163075,Research & Development,Medium,Junior Associate,2.9057951170275085,No,Excellent,11.72829938580368,2.028307521549375,3.0,1.4512886283932178,1.7697145266412084,4.700347155876417,11.880360676171847,NY,45.534579476644545,Married,12.005457017360575,No Option Plan,Low
M,44.0,Masters,Life Sciences,6.0,Research & Development,High,Junior Associate,1.0,No,Excellent,6.0,4.0,3.0,4.0,0.0,2.0,9.183128225909638,NY,28.0,Single,11.0,No Option Plan,Low
F,24.31780123721633,Bachelors,Life Sciences,3.7271204948865337,Sales,Medium,Junior Associate,0.13643975255673313,No,Excellent,4.590680742329799,3.0,2.9681784195091137,2.0,0.8635602474432669,2.0,32.91077667756831,NJ,25.186568194233995,Single,12.24105792462258,No Option Plan,Low
M,21.47301553735157,Bachelors,Marketing,0.0,Information Technology,Medium,Junior Associate,1.0,Yes,Excellent,0.6182538843378929,2.0,2.6182538843378933,0.0,0.0,0.0,4.828747301553735,NY,38.0,Single,20.236507768675786,No Option Plan,Low
M,36.0,Masters,Life Sciences,10.0,Sales,Low,Manager,1.0,No,Excellent,10.0,1.0,3.0,7.0,0.0,9.0,25.6166,NJ,29.0,Single,15.0,No Option Plan,High
M,28.0,Bachelors,Technical Degree,4.0,Operations,High,Junior Associate,5.0,No,Excellent,6.0,2.0,2.0,1.0,0.0,3.0,9.4662,NY,22.0,Divorced,12.0,Full Option Plan,Low
M,59.0,Below College,Life Sciences,4.0,Sales,Low,Associate,7.0,No,Excellent,20.0,2.0,2.0,3.0,1.0,3.0,4.5882,NY,21.0,Single,11.0,No Option Plan,High
M,32.0,Some College,Life Sciences,0.0,Sales,Low,Associate,6.0,No,Excellent,10.0,2.0,3.0,0.0,0.0,0.0,34.0136,NJ,31.0,Single,15.0,No Option Plan,High
M,33.58332515741861,Some College,Life Sciences,8.708337421290697,Research & Development,Very High,Associate,0.7083374212906968,No,Outstanding,9.0,2.0,3.0,7.0,2.5833251574186065,7.708337421290697,2.914657718316272,NY,41.874987736127906,Single,20.58332515741861,No Option Plan,High
F,38.0,Bachelors,Technical Degree,5.0,Sales,High,Associate,1.0,Yes,Excellent,6.0,1.0,3.0,3.0,1.0,3.0,11.3693,NY,31.0,Single,13.0,No Option Plan,High
F,37.96706216186585,Bachelors,Life Sciences,15.0,Finance,High,Associate,0.008234459533537165,No,Excellent,15.991765540466464,3.0,3.0,13.008234459533536,4.9588277023323135,7.991765540466464,2.6833039349707617,NY,33.04117229766769,Married,14.991765540466464,Full Option Plan,Low
F,38.999962707077046,Bachelors,Medical,2.000012430974317,Research & Development,Very High,Junior Associate,6.99995027610273,Yes,Outstanding,7.999987569025682,2.000012430974317,1.0000124309743177,2.0,1.9999875690256823,2.0,8.917206931486906,NY,21.0,Married,21.0,No Option Plan,Low
M,34.0,Masters,Other,15.0,Information Technology,Very High,Associate,0.8514249577450957,Yes,Outstanding,16.0,2.8514249577450963,3.1485750422549037,9.851424957745095,6.594300169019617,10.851424957745097,14.667884000045724,NY,46.8514249577451,Single,16.18860033803923,No Option Plan,High
F,20.0,Bachelors,Medical,2.0,Operations,High,Junior Associate,1.0,No,Excellent,2.0,3.0,2.0,2.0,0.0,2.0,32.2195,NJ,21.0,Single,13.0,No Option Plan,Low
M,32.0,Doctorate,Life Sciences,10.618611378215183,Finance,High,Manager,1.0,No,Excellent,11.237222756430366,0.7627772435696314,3.0,8.0,4.618611378215183,7.0,4.701998748054888,NJ,36.38138862178481,Single,15.618611378215187,No Option Plan,High
M,55.391886097338656,Masters,Life Sciences,2.0,Research & Development,High,VP to C-Level,4.202704634220447,Yes,Excellent,20.824341707984022,3.0,3.0,1.5945907315591072,2.0,2.0,36.73141572521587,NJ,28.581067560456876,Divorced,17.189181463118214,Full Option Plan,High
M,31.0,Masters,Medical,3.0,Sales,Medium,Associate,2.0,No,Excellent,9.0,2.0,1.0,1.0,1.0,2.0,29.2963,NJ,44.0,Divorced,17.0,No Option Plan,Low
M,28.328753254729772,Bachelors,Life Sciences,4.150555992519247,Research & Development,High,Junior Associate,5.0,Yes,Excellent,6.301111985038492,4.122914722827968,2.9815724868724818,2.018427513127519,0.0,3.1505559925192466,3.184259675048207,NY,38.256433793967524,Single,13.566759535569778,No Option Plan,Low
F,38.0,Bachelors,Medical,18.0,Research & Development,Medium,Manager,3.0,No,Excellent,20.0,3.0,3.0,16.0,1.0,11.0,7.4028,NJ,48.0,Married,12.0,Full Option Plan,Low
M,41.407831366939895,Bachelors,Life Sciences,5.72811242204007,Research & Development,Very High,Associate,7.72811242204007,No,Excellent,7.9320281055100175,0.13594378897996506,1.135943788979965,3.864056211020035,0.13594378897996506,4.660140527550087,33.787978772709835,NJ,49.0,Single,11.067971894489984,No Option Plan,High
F,43.52035471297124,Bachelors,Life Sciences,4.76017735648562,Research & Development,High,Junior Associate,4.438935861086278,No,Excellent,7.239822643514381,4.76017735648562,3.0,2.23982264351438,0.0,2.76017735648562,5.56269542937474,NY,33.04070942594248,Single,13.76017735648562,No Option Plan,Low
M,27.688843177514137,Bachelors,Life Sciences,3.638404464869199,Information Technology,High,Junior Associate,0.103043678242389,No,Excellent,4.6727523576166625,3.163623821191669,3.034347892747463,2.802028286060868,0.3615955351308014,2.0,37.98723581435168,NJ,35.30101539218153,Married,11.30101539218152,Full Option Plan,Low
F,30.0,Bachelors,Life Sciences,10.0,Information Technology,Low,Junior Associate,1.0,No,Outstanding,10.0,2.0,2.0,7.0,0.0,9.0,1.5185,NY,27.0,Divorced,25.0,Small Option Plan,Low
M,29.0,Below College,Life Sciences,4.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,4.0,3.0,2.0,3.0,0.0,1.0,1.6348324842313788,NY,38.0,Single,13.0,No Option Plan,Low
F,28.662673564622764,Bachelors,Technical Degree,6.770044540063219,Research & Development,High,Junior Associate,0.6576023949374744,Yes,Excellent,7.112442145125744,2.7479228945609337,2.1124421451257454,5.288011974687372,0.4548397501882702,6.315204789874949,12.418540528360095,NY,49.2078338144345,Married,12.364519250564813,No Option Plan,Low
F,58.9100657182759,Below College,Life Sciences,1.754407946644266,Research & Development,Very High,Junior Associate,7.4673031951975775,Yes,Excellent,7.418551731261745,2.2455920533557343,2.0,1.5088158932885318,1.5088158932885318,1.5088158932885318,3.1780311505509222,NY,44.927367624550286,Married,17.197170469722586,Full Option Plan,Low
F,33.84165770569232,Bachelors,Life Sciences,10.96041442642308,Operations,Very High,Associate,0.039585573576919365,No,Outstanding,11.920828852846162,3.9208288528461614,2.9604144264230805,9.881243279269242,4.802072132115404,7.079171147153839,3.465356083802227,NY,32.762486558538484,Single,25.0,No Option Plan,Low
M,40.0,Masters,Medical,1.0,Research & Development,Very High,Junior Associate,8.0,Yes,Excellent,3.0,2.0,3.0,1.0,0.0,0.0,33.1177,NJ,42.0,Divorced,14.0,Full Option Plan,High
F,42.383038737157676,Bachelors,Life Sciences,1.0,Information Technology,Very High,Junior Associate,3.58368277578535,Yes,Outstanding,19.31437771980395,0.9431331594118592,1.4490302477946515,0.0,0.0,0.0,6.454818973019584,NY,25.841759118478127,Divorced,20.562198465493964,Full Option Plan,Low
F,58.61371630906496,Below College,Life Sciences,1.613716309064967,Research & Development,Very High,Junior Associate,8.386283690935032,Yes,Excellent,5.454865236259869,2.3862836909350325,2.0,1.2274326181299349,1.2274326181299349,1.2274326181299349,5.344588126474211,NY,42.68229785438981,Married,15.841148927194904,Full Option Plan,Low
F,41.0,Bachelors,Life Sciences,1.0,Research & Development,Low,Junior Associate,6.0,No,Excellent,5.0,2.0,1.0,0.0,0.0,0.0,5.931180284650308,NY,24.0,Divorced,17.0,Full Option Plan,Low
F,33.173262560493015,Bachelors,Life Sciences,14.173262560493018,Sales,High,Associate,1.0,No,Excellent,14.173262560493018,3.2066843598767454,2.7933156401232546,12.759893840739526,0.4133687197534908,7.0,7.011043457523031,NY,38.62005307963024,Married,13.586631280246511,No Option Plan,Low
M,47.93544839925578,Bachelors,Life Sciences,20.75273546765896,Operations,High,Manager,5.5054709353179225,No,Excellent,25.193654802232665,3.688183866914741,3.0,9.752735467658963,9.634574136806368,10.93544839925578,53.714123195368636,NJ,37.68818386691474,Single,12.0,Full Option Plan,High
M,35.60188260287941,Bachelors,Medical,5.734588401919606,Research & Development,Medium,Junior Associate,1.2654115980803953,No,Excellent,6.132705799040197,3.1327057990401976,3.1327057990401976,4.734588401919606,0.0,3.0,10.129482642127282,NY,28.46917680383921,Married,12.734588401919606,Full Option Plan,High
M,18.12996237421517,Bachelors,Technical Degree,0.12996237421517348,Sales,Low,Junior Associate,1.0,No,Excellent,0.12996237421517348,3.0,3.129962374215173,0.0,0.0,0.0,4.855756742017535,NY,40.870037625784825,Single,13.740075251569653,No Option Plan,Low
M,26.0,Masters,Marketing,2.0,Sales,High,Associate,8.0,No,Excellent,7.0,6.0,3.0,2.0,2.0,2.0,25.217150529856998,NJ,31.0,Single,18.0,No Option Plan,High
M,31.209206045196925,Bachelors,Medical,2.7907939548030782,Sales,High,Associate,6.4728040301312815,No,Excellent,7.0,3.26359798493436,1.7364020150656403,2.26359798493436,1.472804030131281,1.472804030131281,7.1269082822709215,NY,37.79079395480308,Single,11.736402015065641,No Option Plan,High
M,21.811423685725952,Bachelors,Life Sciences,2.177956391843398,Research & Development,Low,Junior Associate,0.4555109020391505,No,Excellent,2.7224454898042483,4.0,2.0889781959216998,1.6334672938825483,0.5444890979608495,0.5444890979608495,57.20271669765226,NJ,30.53386917553019,Married,14.9110218040783,No Option Plan,High
F,33.25325011408061,Bachelors,Life Sciences,3.5999882564846426,Research & Development,High,Junior Associate,5.8546344186482155,No,Excellent,5.693980487605066,2.9699360902131726,3.0,1.5731619280839573,0.4759321155773914,2.124056140907251,6.047706001017785,NY,27.26340063150587,Single,18.592629835225306,No Option Plan,Low
F,19.3346838305819,Bachelors,Life Sciences,0.5025660764634424,Sales,High,Junior Associate,1.0,No,Excellent,0.5025660764634424,2.5025660764634425,3.0865071994042146,0.0,0.4160588770592272,0.0,7.751783862923284,NY,23.08650719940421,Single,13.0,No Option Plan,Low
M,47.046076733274184,Bachelors,Life Sciences,0.9818422722793766,Research & Development,Low,Junior Associate,4.183879928721087,No,Excellent,6.8077236213912204,3.66992042594431,2.6420014203907565,0.3119218463350666,0.1559609231675333,0.3119218463350666,9.89674027331486,NY,26.476279219390296,Single,13.796597515613053,No Option Plan,Low
M,23.01602235204017,Below College,Other,4.197311848936385,Research & Development,Medium,Junior Associate,1.0,No,Excellent,4.983977647959828,2.789247395745539,3.9679552959196567,2.8026881510636152,0.2133342009765564,2.394623697872769,8.137796508274782,NY,27.6213986541674,Married,13.770643446983273,No Option Plan,High
M,48.00425540971193,Masters,Life Sciences,2.331914863429354,Research & Development,Low,Manager,3.3361702731412923,No,Excellent,16.336170273141292,2.331914863429354,2.331914863429354,2.0,1.6680851365706462,2.0,9.599756981344349,NY,27.67659595599452,Single,16.995744590288062,No Option Plan,High
M,32.0,Masters,Life Sciences,1.0,Information Technology,Low,Junior Associate,1.0,Yes,Outstanding,1.0,2.0,1.0,0.0,0.0,1.0,10.319247600980114,NJ,40.0,Single,24.0,No Option Plan,Low
M,33.25860366783602,Some College,Medical,2.299540393008241,Finance,High,Junior Associate,0.6595228818195384,No,Excellent,3.1348864365065565,2.1125480261523704,1.824176838321223,1.7116288121688519,0.535805650490075,1.4232576243377042,9.008786291227631,NY,28.659522881819534,Married,17.928388699019848,Full Option Plan,High
M,34.15080434843468,Some College,Medical,1.8491956515653196,Operations,High,Junior Associate,0.1508043484346807,No,Excellent,2.6983913031306392,2.1508043484346806,3.0,1.6983913031306386,0.8491956515653193,1.6983913031306386,8.677619972520825,NY,31.754021742173403,Divorced,11.15080434843468,Full Option Plan,High
F,18.393806443628627,Bachelors,Life Sciences,0.14438897653498045,Sales,High,Junior Associate,1.0,No,Excellent,0.14438897653498045,2.2345570839428386,2.9896242071855363,0.0,0.12470873354682452,0.0,6.8459866651258805,NY,22.9295121355803,Single,13.0,No Option Plan,Low
M,31.0,Masters,Marketing,1.0,Sales,Low,Manager,2.0,No,Excellent,10.0,2.0,3.0,0.0,0.0,0.0,8.9694,NJ,33.0,Married,13.0,Small Option Plan,High
M,34.8399704466555,Bachelors,Life Sciences,8.935011082504188,Research & Development,Medium,Associate,1.3549963058319374,No,Excellent,11.774981529159687,3.645003694168063,3.645003694168063,5.935011082504188,2.484974140823561,7.645003694168063,71.83469945767189,PA,35.06498891749581,Divorced,13.935011082504186,Full Option Plan,High
M,21.695181245215522,Bachelors,Life Sciences,0.7385869269064556,Research & Development,High,Junior Associate,0.8153532682733862,No,Excellent,1.0644747086687458,5.67411221823771,2.815353268273386,0.3692934634532278,0.1846467317266139,0.5539401951798416,8.683913067919162,NY,44.32588778176228,Divorced,14.879827976942133,Full Option Plan,High
M,53.207045322317455,Bachelors,Human Resources,5.3858497724840335,Marketing,Medium,Associate,2.234687583735543,Yes,Excellent,20.379462643780425,2.117343791867772,3.0,0.8214065430744011,0.0,1.899565406572588,7.212753816851305,NY,39.39637184222078,Divorced,13.798620514537804,Full Option Plan,High
M,32.77325316597289,Below College,Medical,1.0,Operations,High,Junior Associate,3.938159954356243,No,Excellent,6.876319908712486,2.979386651452081,2.979386651452081,0.9793866514520809,0.0,0.0,5.993555054004982,NY,25.979386651452078,Single,11.04122669709584,Full Option Plan,High
M,39.12642137589322,Below College,Life Sciences,20.126421375893226,Research & Development,Medium,Executive,0.12642137589322278,No,Excellent,21.0,2.1264213758932233,2.0,8.873578624106777,9.379264127679667,6.252842751786447,7.457096169392816,NY,25.241471744640666,Married,11.379264127679667,Full Option Plan,High
F,44.04433104690784,Bachelors,Life Sciences,4.362887364605224,Research & Development,Very High,Junior Associate,3.0,No,Excellent,8.637112635394777,1.6814436823026118,3.0,2.681443682302612,0.0,2.0,29.553120103327636,NJ,32.637112635394786,Single,13.681443682302612,No Option Plan,Low
F,34.31660860873725,Bachelors,Medical,3.920847847815687,Research & Development,High,Junior Associate,2.23745645655294,Yes,Excellent,7.841695695631373,2.0791521521843133,3.0,2.0,1.0,2.9208478478156867,5.3290146427209875,NY,41.0,Divorced,11.0,No Option Plan,Low
M,35.0,Below College,Medical,6.0,Finance,High,Junior Associate,1.0,No,Excellent,6.0,3.0,2.0,5.0,1.0,1.0,4.8285,NY,27.0,Single,11.0,No Option Plan,High
M,38.0,Bachelors,Medical,1.0,Finance,Very High,Associate,7.0,No,Excellent,17.0,2.0,3.0,0.0,0.0,0.0,8.951840201990711,NY,29.0,Married,19.0,No Option Plan,High
F,28.095432255383297,Bachelors,Life Sciences,5.047716127691649,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,5.047716127691649,3.0,2.0,3.0477161276916487,1.0,3.8568516169250535,14.874312490709805,NY,19.095432255383297,Single,13.904567744616704,No Option Plan,Low
F,35.01200401565768,Masters,Life Sciences,3.0529440595086865,Research & Development,Low,Junior Associate,0.034938036022165206,No,Excellent,4.018006023486521,3.06387406421549,2.987995984342319,2.0529440595086865,1.9590599561489943,1.9710639718066751,5.612913152917009,NY,24.181766198890546,Married,13.93012392795567,No Option Plan,Low
M,19.0,Bachelors,Life Sciences,1.0,Research & Development,Medium,Junior Associate,1.0,No,Outstanding,1.0,3.0,2.0,0.0,1.0,0.0,4.512095564809647,NY,24.0,Single,22.0,No Option Plan,Low
M,33.0,Masters,Marketing,5.0,Sales,Low,Associate,0.0,Yes,Excellent,6.0,3.0,3.0,2.0,0.0,3.0,35.51300000000001,NJ,49.0,Single,17.0,No Option Plan,High
M,44.285318869654105,Bachelors,Human Resources,4.655452180270286,Finance,High,Associate,4.395718801502666,No,Excellent,9.185066655308095,2.3445478197297143,3.8405188355783806,0.39571880150266425,0.15948116442161944,2.8405188355783806,9.250556110872695,NJ,46.421304292389145,Married,20.553110216724388,Full Option Plan,High
F,28.91774903167145,Bachelors,Life Sciences,1.4794372579178638,Research & Development,Medium,Junior Associate,0.5205627420821363,No,Excellent,1.9588745158357277,3.4383117737535915,3.0,1.4794372579178638,0.9588745158357276,0.9588745158357276,23.306005685437423,NJ,22.041125484164272,Single,17.56168822624641,No Option Plan,Low
F,36.0,Masters,Life Sciences,5.0,Sales,High,Junior Associate,7.0,No,Outstanding,10.0,4.0,3.0,3.0,0.0,3.0,36.3979,NJ,29.0,Single,23.0,No Option Plan,Low
F,49.50918160722331,Below College,Life Sciences,11.819765463441934,Marketing,Low,VP to C-Level,2.509181607223306,No,Excellent,28.093579684935236,3.636046907311613,2.617683692865,7.435728749436855,1.8714142930416136,8.691179756483548,38.56983594973659,NJ,22.946587557698145,Divorced,16.580957263971776,Full Option Plan,Low
F,22.0,Masters,Life Sciences,0.0,Research & Development,High,Junior Associate,0.0,Yes,Excellent,1.0,5.0,3.0,0.0,0.0,0.0,6.683314340520821,NY,36.0,Married,11.0,Full Option Plan,Low
M,29.439332495724173,Bachelors,Life Sciences,9.824267001710334,Research & Development,Low,Associate,1.0,No,Outstanding,9.824267001710334,2.9121335008551665,2.087866499144833,4.2635994974345,1.0,8.824267001710334,9.965872677874597,NJ,22.912133500855173,Single,21.91213350085517,No Option Plan,High
F,38.0,Masters,Life Sciences,2.0,Information Technology,High,Junior Associate,0.7325720972102503,No,Excellent,2.2674279027897497,3.0,3.0,2.0,1.7325720972102503,1.2674279027897497,38.73388397670502,NJ,23.5348558055795,Married,13.871995319528247,Full Option Plan,Low
M,38.10054925763826,Bachelors,Medical,15.218915601120887,Research & Development,High,Associate,1.2283313915598455,No,Excellent,17.73056090827919,2.7154549510062362,2.7716686084401547,12.736499936893976,11.254084272667065,7.315005825320465,16.95982171181891,NY,21.497770483280654,Married,13.182764657960195,No Option Plan,High
M,42.98132971927731,Bachelors,Human Resources,9.011202168433615,Operations,High,Junior Associate,0.0018670280722686233,No,Excellent,10.009335140361344,4.992531887710926,3.0,7.013069196505881,1.0130691965058805,8.007468112289075,4.667661621808631,NY,42.99813297192773,Married,12.998132971927733,No Option Plan,High
F,36.0,Bachelors,Other,1.0,Research & Development,Low,Associate,7.0,No,Excellent,9.0,3.0,2.0,0.0,0.0,0.0,8.6042,NJ,26.0,Divorced,14.0,Full Option Plan,High
M,31.99142942749032,Masters,Life Sciences,1.0,Information Technology,Low,Junior Associate,1.0,Yes,Outstanding,1.0,2.002856857503228,1.002856857503228,0.0,0.002856857503227827,0.9971431424967722,10.316940328781671,NJ,40.01428428751614,Single,24.0,No Option Plan,Low
M,35.14940887262929,Bachelors,Medical,3.4482266178878533,Research & Development,Medium,Junior Associate,3.5517733821121467,No,Excellent,5.149408872629285,2.1494088726292846,2.1494088726292846,2.448226617887854,0.8505911273707154,2.1494088726292846,12.5175987103775,NY,26.44822661788785,Divorced,13.0,Full Option Plan,High
F,36.676346606537976,Masters,Life Sciences,9.903981033374482,Marketing,Very High,Associate,0.9039810333744812,No,Excellent,10.0,3.3526932130759515,1.4196723600875434,3.6117102933385814,0.22763442683650564,7.7119431001234435,12.156393107557689,NY,26.92646417901686,Single,15.227634426836506,No Option Plan,Low
M,34.82404257246181,Some College,Medical,2.1545674321638244,Operations,High,Junior Associate,0.7239265296403432,No,Excellent,2.4306409025234808,3.5270101653567147,3.0,1.1545674321638246,0.0502735507251976,0.8784939618041678,7.036127696924313,NY,37.305388084339405,Divorced,12.351483796447454,Full Option Plan,High
M,37.705283054383024,Bachelors,Human Resources,5.0,Finance,Low,Associate,5.410566108766051,No,Excellent,10.734245345170294,2.9710377092127316,3.0,4.0,0.0,3.676320763595757,7.719983904174071,NY,37.294716945616976,Married,11.647358472808488,Full Option Plan,High
M,54.148343200962096,Masters,Medical,14.741716004810446,Research & Development,High,Manager,3.4450296028862666,Yes,Excellent,25.703313598075823,2.0,2.851656799037911,8.703313598075823,1.2966864019241775,11.406627196151645,7.338862012657469,NJ,42.664911191341204,Married,19.554970397113735,No Option Plan,High
M,27.60475976662849,Bachelors,Life Sciences,5.0,Finance,Very High,Associate,0.7707486047673585,No,Excellent,5.229251395232642,4.541497209534716,3.0,2.3122458143020754,1.0,3.2292513952326414,39.20154440309377,NJ,30.541497209534718,Married,13.229251395232641,No Option Plan,High
F,30.0,Bachelors,Medical,3.0,Research & Development,Medium,Junior Associate,0.0,No,Excellent,4.0,3.0,3.0,2.0,1.0,2.0,5.243641935125376,NY,49.0,Single,17.0,No Option Plan,Low
M,35.723914642962406,Masters,Other,3.276085357037589,Research & Development,High,Junior Associate,2.4478292859248216,Yes,Outstanding,6.447829285924822,2.723914642962411,1.7239146429624108,2.0,0.7239146429624111,2.0,5.562082092779177,NY,20.72391464296241,Divorced,21.828256071112765,Full Option Plan,Low
M,41.977053449589356,Below College,Medical,23.26174016582305,Research & Development,Very High,VP to C-Level,0.6423433581168421,No,Excellent,23.6193968077062,3.6308700829115215,2.357656641883158,6.5964502572955634,13.607923532500882,8.307633266644324,11.62129846726068,NJ,24.5609628692087,Married,14.533886044380507,Full Option Plan,High
M,40.07401526943099,Some College,Life Sciences,4.0370076347154935,Information Technology,Very High,Associate,3.925984730569015,No,Excellent,7.1480305388619705,5.0,2.0370076347154926,3.0,0.0,2.0,32.947079636783705,NJ,45.740946556991545,Married,16.962992365284506,Full Option Plan,High
M,21.0,Below College,Technical Degree,3.0,Sales,High,Junior Associate,1.0,Yes,Excellent,3.0,3.0,3.0,2.0,1.0,2.0,8.985328794396533,NY,50.0,Single,11.0,No Option Plan,Low
F,28.211412774098644,Bachelors,Life Sciences,5.465661803396255,Operations,High,Junior Associate,1.0933630557687106,No,Outstanding,9.112666123853757,1.9506266748775571,3.024686662561221,4.0,0.02468666256122136,2.9066369442312894,5.693317490391662,NY,29.098746650244884,Single,20.85726361910885,No Option Plan,Low
F,38.876336226738744,Bachelors,Technical Degree,2.461350537573328,Sales,Very High,Associate,3.2023371651751344,No,Excellent,18.3929885044746,2.4702874293279407,3.0669875660382018,1.461350537573328,1.461350537573328,1.461350537573328,36.43150856786821,NJ,28.998625532939467,Married,19.395737438595656,No Option Plan,Low
F,30.0,Bachelors,Life Sciences,10.0,Sales,Medium,Associate,1.0,No,Excellent,10.0,4.0,3.0,8.0,6.0,7.0,1.0004,NY,44.0,Married,11.0,Full Option Plan,High
F,33.0,Bachelors,Medical,2.0,Research & Development,Low,Junior Associate,4.0,Yes,Outstanding,9.0,0.0,3.0,2.0,2.0,2.0,12.545,NY,49.0,Single,20.0,No Option Plan,Low
M,45.910915293122216,Bachelors,Medical,18.57655490664491,Information Technology,High,Executive,1.3523573845572592,No,Excellent,19.33281980676135,2.0,2.419913792162189,8.01953757779591,7.492992222436973,8.01953757779591,16.34891587080984,NJ,44.89689973799615,Married,12.916437315792065,No Option Plan,High
M,29.0,Bachelors,Human Resources,2.0,Research & Development,Low,Junior Associate,4.0,Yes,Excellent,4.0,3.0,3.0,2.0,2.0,0.0,7.624726643937181,NY,40.0,Married,15.0,Small Option Plan,Low
M,30.0,Bachelors,Life Sciences,4.0,Finance,Medium,Junior Associate,6.0,Yes,Excellent,6.0,0.0,2.0,2.0,1.0,2.0,8.696424648166582,NY,38.0,Married,11.0,Full Option Plan,Low
F,29.735696713222197,Below College,Medical,3.8160758216944504,Research & Development,Very High,Junior Associate,5.44822746508335,No,Excellent,7.44822746508335,4.816075821694451,3.0,2.8160758216944504,0.0,2.8160758216944504,32.235373098451284,NJ,26.81607582169445,Divorced,14.735696713222199,No Option Plan,Low
F,30.91582848773449,Bachelors,Life Sciences,2.061167105467143,Research & Development,Medium,Junior Associate,0.10001689863656564,No,Excellent,2.961150206830577,4.528594528630891,2.9519660535725487,2.036071477932307,1.8986308717629796,1.9258838079400384,22.818156899344512,NJ,22.18342791054491,Single,15.770182578274355,No Option Plan,Low
F,21.0,Below College,Life Sciences,2.0,Operations,Low,Junior Associate,1.0,No,Outstanding,2.0,2.0,1.0,2.0,2.0,2.0,7.389662581755401,NJ,41.0,Single,20.0,No Option Plan,Low
F,33.53780225228686,Bachelors,Life Sciences,3.6484544977872164,Research & Development,Very High,Junior Associate,0.3543389059826613,Yes,Excellent,4.2941155918045535,2.1470577959022767,1.7086778119653223,2.4411733877068325,0.792718889919616,2.354338905982661,5.295468380940683,NY,47.18066994253432,Single,13.23109887385657,No Option Plan,Low
M,33.0,Bachelors,Medical,3.129749435388713,Research & Development,Low,Junior Associate,5.694624153083068,Yes,Outstanding,7.13787272298766,1.1297494353887128,3.0,2.564874717694356,1.4351252823056435,2.564874717694356,8.202547974068915,NY,49.56487471769435,Single,16.045876976139503,No Option Plan,Low
F,29.90074187251637,Bachelors,Medical,2.5496290637418153,Research & Development,Medium,Junior Associate,8.450370936258185,No,Excellent,9.549629063741817,4.099258127483631,3.5496290637418153,2.0,0.9007418725163704,2.0,33.9324216591047,NJ,23.251854681290933,Divorced,12.0,No Option Plan,Low
M,31.945420642913856,Bachelors,Life Sciences,1.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,1.0,2.054579357086145,3.054579357086145,0.0,0.0,0.0,4.852569132514173,NY,20.48202384466899,Single,12.536603201755138,No Option Plan,Low
M,27.631803137778444,Bachelors,Life Sciences,3.4538561696380468,Information Technology,High,Junior Associate,0.4731253093008665,No,Excellent,4.006012433047994,2.5886655239404903,3.0063203931777034,2.0425216935785366,0.09197970059419636,2.0,38.35847549080867,NJ,32.797290577580284,Married,12.43060361572233,Full Option Plan,Low
F,33.319824231367946,Bachelors,Life Sciences,10.2132161542453,Operations,High,Junior Associate,6.10660807712265,No,Excellent,14.106608077122653,1.0,3.0,8.0,6.7867838457547,6.10660807712265,58.93527947470912,NJ,20.213216154245305,Married,18.3603515372641,Full Option Plan,Low
M,35.839970067915026,Masters,Medical,3.4800897962549584,Finance,High,Junior Associate,5.199850339575068,No,Excellent,6.839970067915014,0.4800897962549582,3.0,2.3200598641699717,0.0,1.4800897962549584,14.650340477902114,NY,34.67994013583002,Married,19.679940135830027,Full Option Plan,High
F,19.953337847205404,Bachelors,Medical,1.0,Research & Development,Medium,Junior Associate,1.0,Yes,Excellent,1.0,4.860013541616222,3.0,0.0,0.9533378472054072,1.0,8.025005982492615,NY,46.86001354161622,Single,11.046662152794593,No Option Plan,Low
M,31.832678710762767,Masters,Marketing,2.436491939563988,Information Technology,Low,Junior Associate,0.24509215933759065,No,Excellent,3.191399780226397,1.360944633633394,3.0,2.0,1.5120392454945812,2.0,6.389855865027328,NJ,21.62893416285632,Married,16.90496000945766,No Option Plan,Low
M,46.6668642575461,Bachelors,Life Sciences,5.999407227361687,Sales,High,Manager,3.6662714849077913,No,Excellent,11.999407227361688,3.3337285150922087,2.333135742453896,4.999407227361687,0.6668642575461043,3.6656787122694783,24.097441023338963,NJ,46.99940722736169,Married,18.332542969815584,Small Option Plan,High
F,20.288979733678,Below College,Medical,2.0,Operations,Low,Junior Associate,0.8555101331610001,No,Outstanding,2.144489866839,3.0,3.0,2.0,2.0,2.0,6.185956809895952,NJ,45.144489866838995,Single,19.144489866839002,No Option Plan,Low
